Date,Depth,Set Number
2025-03-06,6,1
Date (Year-Mon-Day),Time (Hour-Min-Sec),Soil Moisture Value,Soil Moisture (%),Soil Temperature (°C)
2025-03-06,22-20-28,242,100,9.75
2025-03-06,22-20-29,242,100,9.75
2025-03-06,22-20-30,242,100,9.75
2025-03-06,22-20-31,242,100,9.75
2025-03-06,22-20-32,241,100,9.75
2025-03-06,22-20-33,241,100,9.75
2025-03-06,22-20-34,242,100,9.75
2025-03-06,22-20-35,242,100,9.75
2025-03-06,22-20-36,241,100,9.75
2025-03-06,22-20-37,241,100,9.75
2025-03-06,22-20-38,246,99,9.75
2025-03-06,22-20-39,246,99,9.75
2025-03-06,22-20-40,240,100,9.75
2025-03-06,22-20-41,240,100,9.75
2025-03-06,22-20-42,246,99,9.75
2025-03-06,22-20-43,246,99,9.75
2025-03-06,22-20-44,238,100,9.75
2025-03-06,22-20-45,238,100,9.75
2025-03-06,22-20-46,242,100,9.75
2025-03-06,22-20-47,242,100,9.75
2025-03-06,22-20-48,242,100,9.75
2025-03-06,22-20-49,242,100,9.75
2025-03-06,22-20-50,242,100,9.75
2025-03-06,22-20-51,242,100,9.75
2025-03-06,22-20-52,246,99,9.75
2025-03-06,22-20-53,246,99,9.75
2025-03-06,22-20-54,242,100,9.75
2025-03-06,22-20-55,242,100,9.75
2025-03-06,22-20-56,243,99,9.75
2025-03-06,22-20-57,243,99,9.75
2025-03-06,22-20-58,240,100,9.75
2025-03-06,22-20-59,240,100,9.75
2025-03-06,22-21-00,244,99,9.75
2025-03-06,22-21-01,244,99,9.75
2025-03-06,22-21-02,237,100,9.75
2025-03-06,22-21-03,237,100,9.75
2025-03-06,22-21-04,245,99,9.75
2025-03-06,22-21-05,245,99,9.75
2025-03-06,22-21-06,242,100,9.75
2025-03-06,22-21-07,242,100,9.75
2025-03-06,22-21-08,241,100,9.75
2025-03-06,22-21-09,241,100,9.75
2025-03-06,22-21-10,241,100,9.75
2025-03-06,22-21-11,241,100,9.75
2025-03-06,22-21-12,243,99,9.75
2025-03-06,22-21-13,243,99,9.75
2025-03-06,22-21-14,242,100,9.75
2025-03-06,22-21-15,242,100,9.75
2025-03-06,22-21-16,242,100,9.75
2025-03-06,22-21-17,242,100,9.75
2025-03-06,22-21-19,242,100,9.75
2025-03-06,22-21-20,242,100,9.75
2025-03-06,22-21-21,243,99,9.75
2025-03-06,22-21-22,243,99,9.75
2025-03-06,22-21-23,242,100,9.75
2025-03-06,22-21-24,242,100,9.75
2025-03-06,22-21-25,241,100,9.75
2025-03-06,22-21-26,241,100,9.75
2025-03-06,22-21-27,244,99,9.75
2025-03-06,22-21-28,244,99,9.75
2025-03-06,22-21-29,239,100,9.75
2025-03-06,22-21-30,239,100,9.75
2025-03-06,22-21-31,244,99,9.75
2025-03-06,22-21-32,244,99,9.75
2025-03-06,22-21-33,237,100,9.75
2025-03-06,22-21-34,237,100,9.75
2025-03-06,22-21-35,247,99,9.75
2025-03-06,22-21-36,247,99,9.75
2025-03-06,22-21-37,238,100,9.75
2025-03-06,22-21-38,238,100,9.75
2025-03-06,22-21-39,247,99,9.75
2025-03-06,22-21-40,247,99,9.75
2025-03-06,22-21-41,245,99,9.75
2025-03-06,22-21-42,245,99,9.75
2025-03-06,22-21-43,242,100,9.75
2025-03-06,22-21-44,242,100,9.75
2025-03-06,22-21-45,242,100,9.75
2025-03-06,22-21-46,242,100,9.75
2025-03-06,22-21-47,242,100,9.75
2025-03-06,22-21-48,242,100,9.75
2025-03-06,22-21-49,244,99,9.75
2025-03-06,22-21-50,244,99,9.75
2025-03-06,22-21-51,241,100,9.75
2025-03-06,22-21-52,241,100,9.75
2025-03-06,22-21-53,246,99,9.75
2025-03-06,22-21-54,246,99,9.75
2025-03-06,22-21-55,244,99,9.75
2025-03-06,22-21-56,244,99,9.75
2025-03-06,22-21-57,243,99,9.75
2025-03-06,22-21-58,243,99,9.75
2025-03-06,22-21-59,246,99,9.75
2025-03-06,22-22-00,246,99,9.75
2025-03-06,22-22-01,239,100,9.75
2025-03-06,22-22-02,239,100,9.75
2025-03-06,22-22-03,248,99,9.69
2025-03-06,22-22-04,248,99,9.69
2025-03-06,22-22-05,245,99,9.75
2025-03-06,22-22-06,245,99,9.75
2025-03-06,22-22-07,240,100,9.69
2025-03-06,22-22-08,240,100,9.69
2025-03-06,22-22-09,242,100,9.69
2025-03-06,22-22-10,242,100,9.69
2025-03-06,22-22-11,244,99,9.75
2025-03-06,22-22-12,244,99,9.75
2025-03-06,22-22-13,244,99,9.75
2025-03-06,22-22-14,244,99,9.75
2025-03-06,22-22-15,238,100,9.69
2025-03-06,22-22-16,238,100,9.69
2025-03-06,22-22-17,245,99,9.69
2025-03-06,22-22-18,245,99,9.69
2025-03-06,22-22-19,237,100,9.69
2025-03-06,22-22-20,237,100,9.69
2025-03-06,22-22-21,245,99,9.75
2025-03-06,22-22-22,245,99,9.75
2025-03-06,22-22-23,242,100,9.69
2025-03-06,22-22-24,242,100,9.69
2025-03-06,22-22-25,241,100,9.75
2025-03-06,22-22-26,241,100,9.75
2025-03-06,22-22-27,243,99,9.75
2025-03-06,22-22-28,243,99,9.75
2025-03-06,22-22-29,241,100,9.75
2025-03-06,22-22-30,241,100,9.75
2025-03-06,22-22-31,242,100,9.75
2025-03-06,22-22-32,242,100,9.75
2025-03-06,22-22-33,239,100,9.75
2025-03-06,22-22-34,239,100,9.75
2025-03-06,22-22-35,245,99,9.75
2025-03-06,22-22-36,245,99,9.75
2025-03-06,22-22-37,237,100,9.75
2025-03-06,22-22-38,237,100,9.75
2025-03-06,22-22-39,247,99,9.69
2025-03-06,22-22-40,247,99,9.69
2025-03-06,22-22-41,243,99,9.69
2025-03-06,22-22-42,243,99,9.69
2025-03-06,22-22-43,240,100,9.69
2025-03-06,22-22-44,240,100,9.69
2025-03-06,22-22-45,242,100,9.75
2025-03-06,22-22-46,242,100,9.75
2025-03-06,22-22-47,242,100,9.75
2025-03-06,22-22-48,242,100,9.75
2025-03-06,22-22-49,243,99,9.69
2025-03-06,22-22-50,243,99,9.69
2025-03-06,22-22-51,237,100,9.75
2025-03-06,22-22-52,237,100,9.75
2025-03-06,22-22-53,245,99,9.69
2025-03-06,22-22-54,245,99,9.69
2025-03-06,22-22-55,244,99,9.69
2025-03-06,22-22-56,244,99,9.69
2025-03-06,22-22-57,241,100,9.75
2025-03-06,22-22-58,241,100,9.75
2025-03-06,22-22-59,243,99,9.69
2025-03-06,22-23-00,243,99,9.69
2025-03-06,22-23-01,241,100,9.75
2025-03-06,22-23-02,241,100,9.75
2025-03-06,22-23-03,246,99,9.75
2025-03-06,22-23-04,246,99,9.75
2025-03-06,22-23-05,239,100,9.75
2025-03-06,22-23-06,239,100,9.75
2025-03-06,22-23-07,248,99,9.69
2025-03-06,22-23-08,248,99,9.69
2025-03-06,22-23-09,246,99,9.69
2025-03-06,22-23-10,246,99,9.69
2025-03-06,22-23-11,243,99,9.75
2025-03-06,22-23-12,243,99,9.75
2025-03-06,22-23-13,241,100,9.75
2025-03-06,22-23-14,241,100,9.75
2025-03-06,22-23-15,242,100,9.75
2025-03-06,22-23-16,242,100,9.75
2025-03-06,22-23-17,244,99,9.75
2025-03-06,22-23-18,244,99,9.75
2025-03-06,22-23-19,240,100,9.75
2025-03-06,22-23-20,240,100,9.75
2025-03-06,22-23-21,248,99,9.69
2025-03-06,22-23-22,248,99,9.69
2025-03-06,22-23-23,237,100,9.69
2025-03-06,22-23-24,237,100,9.69
2025-03-06,22-23-25,245,99,9.69
2025-03-06,22-23-26,245,99,9.69
2025-03-06,22-23-27,242,100,9.75
2025-03-06,22-23-28,242,100,9.75
2025-03-06,22-23-29,243,99,9.75
2025-03-06,22-23-30,243,99,9.75
2025-03-06,22-23-31,244,99,9.69
2025-03-06,22-23-32,244,99,9.69
2025-03-06,22-23-33,242,100,9.69
2025-03-06,22-23-34,242,100,9.69
2025-03-06,22-23-35,246,99,9.69
2025-03-06,22-23-36,246,99,9.69
2025-03-06,22-23-37,238,100,9.69
2025-03-06,22-23-38,238,100,9.69
2025-03-06,22-23-39,248,99,9.69
2025-03-06,22-23-40,248,99,9.69
2025-03-06,22-23-41,242,100,9.69
2025-03-06,22-23-42,242,100,9.69
2025-03-06,22-23-43,244,99,9.69
2025-03-06,22-23-44,244,99,9.69
2025-03-06,22-23-45,244,99,9.69
2025-03-06,22-23-46,244,99,9.69
2025-03-06,22-23-47,243,99,9.69
2025-03-06,22-23-48,243,99,9.69
2025-03-06,22-23-49,241,100,9.69
2025-03-06,22-23-50,241,100,9.69
2025-03-06,22-23-52,242,100,9.69
2025-03-06,22-23-53,242,100,9.69
2025-03-06,22-23-54,242,100,9.69
2025-03-06,22-23-55,242,100,9.69
2025-03-06,22-23-56,241,100,9.69
2025-03-06,22-23-57,241,100,9.69
2025-03-06,22-23-58,241,100,9.69
2025-03-06,22-23-59,241,100,9.69
2025-03-06,22-24-00,242,100,9.69
2025-03-06,22-24-01,242,100,9.69
2025-03-06,22-24-02,243,99,9.69
2025-03-06,22-24-03,243,99,9.69
2025-03-06,22-24-04,243,99,9.69
2025-03-06,22-24-05,243,99,9.69
2025-03-06,22-24-06,242,100,9.69
2025-03-06,22-24-07,242,100,9.69
2025-03-06,22-24-08,242,100,9.69
2025-03-06,22-24-09,242,100,9.69
2025-03-06,22-24-10,243,99,9.69
2025-03-06,22-24-11,243,99,9.69
2025-03-06,22-24-12,244,99,9.69
2025-03-06,22-24-13,244,99,9.69
2025-03-06,22-24-14,239,100,9.75
2025-03-06,22-24-15,239,100,9.75
2025-03-06,22-24-16,245,99,9.69
2025-03-06,22-24-17,245,99,9.69
2025-03-06,22-24-18,237,100,9.69
2025-03-06,22-24-19,237,100,9.69
2025-03-06,22-24-20,246,99,9.69
2025-03-06,22-24-21,246,99,9.69
2025-03-06,22-24-22,238,100,9.69
2025-03-06,22-24-23,238,100,9.69
2025-03-06,22-24-24,245,99,9.69
2025-03-06,22-24-25,245,99,9.69
2025-03-06,22-24-26,243,99,9.69
2025-03-06,22-24-27,243,99,9.69
2025-03-06,22-24-28,241,100,9.69
2025-03-06,22-24-29,241,100,9.69
2025-03-06,22-24-30,242,100,9.69
2025-03-06,22-24-31,242,100,9.69
2025-03-06,22-24-32,242,100,9.69
2025-03-06,22-24-33,242,100,9.69
2025-03-06,22-24-34,241,100,9.69
2025-03-06,22-24-35,241,100,9.69
2025-03-06,22-24-36,241,100,9.69
2025-03-06,22-24-37,241,100,9.69
2025-03-06,22-24-38,242,100,9.69
2025-03-06,22-24-39,242,100,9.69
2025-03-06,22-24-40,240,100,9.69
2025-03-06,22-24-41,240,100,9.69
2025-03-06,22-24-42,242,100,9.69
2025-03-06,22-24-43,242,100,9.69
2025-03-06,22-24-44,243,99,9.69
2025-03-06,22-24-45,243,99,9.69
2025-03-06,22-24-46,243,99,9.69
2025-03-06,22-24-47,243,99,9.69
2025-03-06,22-24-48,243,99,9.69
2025-03-06,22-24-49,243,99,9.69
2025-03-06,22-24-50,247,99,9.69
2025-03-06,22-24-51,247,99,9.69
2025-03-06,22-24-52,238,100,9.69
2025-03-06,22-24-53,238,100,9.69
2025-03-06,22-24-54,246,99,9.69
2025-03-06,22-24-55,246,99,9.69
2025-03-06,22-24-56,241,100,9.69
2025-03-06,22-24-57,241,100,9.69
2025-03-06,22-24-58,244,99,9.69
2025-03-06,22-24-59,244,99,9.69
2025-03-06,22-25-00,241,100,9.69
2025-03-06,22-25-01,241,100,9.69
2025-03-06,22-25-02,241,100,9.69
2025-03-06,22-25-03,241,100,9.69
2025-03-06,22-25-04,242,100,9.69
2025-03-06,22-25-05,242,100,9.69
2025-03-06,22-25-06,243,99,9.69
2025-03-06,22-25-07,243,99,9.69
2025-03-06,22-25-08,243,99,9.69
2025-03-06,22-25-09,243,99,9.69
2025-03-06,22-25-10,237,100,9.69
2025-03-06,22-25-11,237,100,9.69
2025-03-06,22-25-12,248,99,9.69
2025-03-06,22-25-13,248,99,9.69
2025-03-06,22-25-14,244,99,9.69
2025-03-06,22-25-15,244,99,9.69
2025-03-06,22-25-16,244,99,9.69
2025-03-06,22-25-17,244,99,9.69
2025-03-06,22-25-18,243,99,9.69
2025-03-06,22-25-19,243,99,9.69
2025-03-06,22-25-20,243,99,9.69
2025-03-06,22-25-21,243,99,9.69
2025-03-06,22-25-22,248,99,9.69
2025-03-06,22-25-23,248,99,9.69
2025-03-06,22-25-24,240,100,9.69
2025-03-06,22-25-25,240,100,9.69
2025-03-06,22-25-26,249,99,9.69
2025-03-06,22-25-27,249,99,9.69
2025-03-06,22-25-28,243,99,9.69
2025-03-06,22-25-29,243,99,9.69
2025-03-06,22-25-30,241,100,9.69
2025-03-06,22-25-31,241,100,9.69
2025-03-06,22-25-32,241,100,9.69
2025-03-06,22-25-33,241,100,9.69
2025-03-06,22-25-34,241,100,9.69
2025-03-06,22-25-35,241,100,9.69
2025-03-06,22-25-36,241,100,9.69
2025-03-06,22-25-37,240,100,9.69
2025-03-06,22-25-38,240,100,9.69
2025-03-06,22-25-39,244,99,9.69
2025-03-06,22-25-40,244,99,9.69
2025-03-06,22-25-41,239,100,9.63
2025-03-06,22-25-42,239,100,9.63
2025-03-06,22-25-43,247,99,9.69
2025-03-06,22-25-44,247,99,9.69
2025-03-06,22-25-45,239,100,9.69
2025-03-06,22-25-46,239,100,9.69
2025-03-06,22-25-47,247,99,9.69
2025-03-06,22-25-48,247,99,9.69
2025-03-06,22-25-49,244,99,9.69
2025-03-06,22-25-50,244,99,9.69
2025-03-06,22-25-51,242,100,9.69
2025-03-06,22-25-52,242,100,9.69
2025-03-06,22-25-53,242,100,9.69
2025-03-06,22-25-54,242,100,9.69
2025-03-06,22-25-55,244,99,9.69
2025-03-06,22-25-56,244,99,9.69
2025-03-06,22-25-57,242,100,9.63
2025-03-06,22-25-58,242,100,9.63
2025-03-06,22-25-59,241,100,9.69
2025-03-06,22-26-00,241,100,9.69
2025-03-06,22-26-01,242,100,9.69
2025-03-06,22-26-02,242,100,9.69
2025-03-06,22-26-03,246,99,9.69
2025-03-06,22-26-04,246,99,9.69
2025-03-06,22-26-05,243,99,9.69
2025-03-06,22-26-06,243,99,9.69
2025-03-06,22-26-07,241,100,9.69
2025-03-06,22-26-08,241,100,9.69
2025-03-06,22-26-09,243,99,9.69
2025-03-06,22-26-10,243,99,9.69
2025-03-06,22-26-11,237,100,9.69
2025-03-06,22-26-12,237,100,9.69
2025-03-06,22-26-13,246,99,9.69
2025-03-06,22-26-14,246,99,9.69
2025-03-06,22-26-15,237,100,9.69
2025-03-06,22-26-16,237,100,9.69
2025-03-06,22-26-17,249,99,9.69
2025-03-06,22-26-18,249,99,9.69
2025-03-06,22-26-19,238,100,9.69
2025-03-06,22-26-20,238,100,9.69
2025-03-06,22-26-21,243,99,9.69
2025-03-06,22-26-22,243,99,9.69
2025-03-06,22-26-23,243,99,9.69
2025-03-06,22-26-24,243,99,9.69
2025-03-06,22-26-25,241,100,9.63
2025-03-06,22-26-26,241,100,9.63
2025-03-06,22-26-27,241,100,9.69
2025-03-06,22-26-28,241,100,9.69
2025-03-06,22-26-29,242,100,9.69
2025-03-06,22-26-30,242,100,9.69
2025-03-06,22-26-31,242,100,9.63
2025-03-06,22-26-32,242,100,9.63
2025-03-06,22-26-33,241,100,9.69
2025-03-06,22-26-34,241,100,9.69
2025-03-06,22-26-35,242,100,9.69
2025-03-06,22-26-36,242,100,9.69
2025-03-06,22-26-37,243,99,9.69
2025-03-06,22-26-38,243,99,9.69
2025-03-06,22-26-39,246,99,9.63
2025-03-06,22-26-41,246,99,9.63
2025-03-06,22-26-42,239,100,9.69
2025-03-06,22-26-43,239,100,9.69
2025-03-06,22-26-44,246,99,9.69
2025-03-06,22-26-45,246,99,9.69
2025-03-06,22-26-46,238,100,9.69
2025-03-06,22-26-47,238,100,9.69
2025-03-06,22-26-48,247,99,9.63
2025-03-06,22-26-49,247,99,9.63
2025-03-06,22-26-50,243,99,9.69
2025-03-06,22-26-51,243,99,9.69
2025-03-06,22-26-52,241,100,9.69
2025-03-06,22-26-53,241,100,9.69
2025-03-06,22-26-54,244,99,9.63
2025-03-06,22-26-55,244,99,9.63
2025-03-06,22-26-56,243,99,9.69
2025-03-06,22-26-57,243,99,9.69
2025-03-06,22-26-58,246,99,9.69
2025-03-06,22-26-59,246,99,9.69
2025-03-06,22-27-00,237,100,9.69
2025-03-06,22-27-01,237,100,9.69
2025-03-06,22-27-02,245,99,9.69
2025-03-06,22-27-03,245,99,9.69
2025-03-06,22-27-04,240,100,9.69
2025-03-06,22-27-05,240,100,9.69
2025-03-06,22-27-06,243,99,9.63
2025-03-06,22-27-07,243,99,9.63
2025-03-06,22-27-08,242,100,9.69
2025-03-06,22-27-09,242,100,9.69
2025-03-06,22-27-10,241,100,9.63
2025-03-06,22-27-11,241,100,9.63
2025-03-06,22-27-12,242,100,9.69
2025-03-06,22-27-13,242,100,9.69
2025-03-06,22-27-14,241,100,9.69
2025-03-06,22-27-15,241,100,9.69
2025-03-06,22-27-16,242,100,9.69
2025-03-06,22-27-17,242,100,9.69
2025-03-06,22-27-18,242,100,9.69
2025-03-06,22-27-19,242,100,9.69
2025-03-06,22-27-20,245,99,9.63
2025-03-06,22-27-21,245,99,9.63
2025-03-06,22-27-22,239,100,9.63
2025-03-06,22-27-23,239,100,9.63
2025-03-06,22-27-24,244,99,9.69
2025-03-06,22-27-25,244,99,9.69
2025-03-06,22-27-26,237,100,9.63
2025-03-06,22-27-27,237,100,9.63
2025-03-06,22-27-28,246,99,9.69
2025-03-06,22-27-29,246,99,9.69
2025-03-06,22-27-30,240,100,9.69
2025-03-06,22-27-31,240,100,9.69
2025-03-06,22-27-32,240,100,9.63
2025-03-06,22-27-33,240,100,9.63
2025-03-06,22-27-34,245,99,9.69
2025-03-06,22-27-35,245,99,9.69
2025-03-06,22-27-36,244,99,9.63
2025-03-06,22-27-37,244,99,9.63
2025-03-06,22-27-38,243,99,9.69
2025-03-06,22-27-39,243,99,9.69
2025-03-06,22-27-40,240,100,9.63
2025-03-06,22-27-41,240,100,9.63
2025-03-06,22-27-42,244,99,9.69
2025-03-06,22-27-43,244,99,9.69
2025-03-06,22-27-44,240,100,9.69
2025-03-06,22-27-45,240,100,9.69
2025-03-06,22-27-46,246,99,9.63
2025-03-06,22-27-47,246,99,9.63
2025-03-06,22-27-48,239,100,9.63
2025-03-06,22-27-49,239,100,9.63
2025-03-06,22-27-50,247,99,9.63
2025-03-06,22-27-51,247,99,9.63
2025-03-06,22-27-52,238,100,9.69
2025-03-06,22-27-53,238,100,9.69
2025-03-06,22-27-54,247,99,9.63
2025-03-06,22-27-55,247,99,9.63
2025-03-06,22-27-56,237,100,9.63
2025-03-06,22-27-57,237,100,9.63
2025-03-06,22-27-58,247,99,9.63
2025-03-06,22-27-59,247,99,9.63
2025-03-06,22-28-00,239,100,9.63
2025-03-06,22-28-01,239,100,9.63
2025-03-06,22-28-02,245,99,9.63
2025-03-06,22-28-03,245,99,9.63
2025-03-06,22-28-04,240,100,9.63
2025-03-06,22-28-05,240,100,9.63
2025-03-06,22-28-06,244,99,9.63
2025-03-06,22-28-07,244,99,9.63
2025-03-06,22-28-08,243,99,9.63
2025-03-06,22-28-09,243,99,9.63
2025-03-06,22-28-10,241,100,9.69
2025-03-06,22-28-11,241,100,9.69
2025-03-06,22-28-12,241,100,9.63
2025-03-06,22-28-13,241,100,9.63
2025-03-06,22-28-14,242,100,9.63
2025-03-06,22-28-15,242,100,9.63
2025-03-06,22-28-16,243,99,9.63
2025-03-06,22-28-17,243,99,9.63
2025-03-06,22-28-18,242,100,9.63
2025-03-06,22-28-19,242,100,9.63
2025-03-06,22-28-20,245,99,9.63
2025-03-06,22-28-21,245,99,9.63
2025-03-06,22-28-22,243,99,9.63
2025-03-06,22-28-23,243,99,9.63
2025-03-06,22-28-24,243,99,9.63
2025-03-06,22-28-25,243,99,9.63
2025-03-06,22-28-26,241,100,9.63
2025-03-06,22-28-27,241,100,9.63
2025-03-06,22-28-28,242,100,9.63
2025-03-06,22-28-29,242,100,9.63
2025-03-06,22-28-30,240,100,9.63
2025-03-06,22-28-31,240,100,9.63
2025-03-06,22-28-32,241,100,9.63
2025-03-06,22-28-33,241,100,9.63
2025-03-06,22-28-34,245,99,9.63
2025-03-06,22-28-35,245,99,9.63
2025-03-06,22-28-36,243,99,9.63
2025-03-06,22-28-37,243,99,9.63
2025-03-06,22-28-38,238,100,9.63
2025-03-06,22-28-39,238,100,9.63
2025-03-06,22-28-40,244,99,9.63
2025-03-06,22-28-41,244,99,9.63
2025-03-06,22-28-42,237,100,9.63
2025-03-06,22-28-43,237,100,9.63
2025-03-06,22-28-44,248,99,9.63
2025-03-06,22-28-45,248,99,9.63
2025-03-06,22-28-46,237,100,9.63
2025-03-06,22-28-47,237,100,9.63
2025-03-06,22-28-48,247,99,9.63
2025-03-06,22-28-49,247,99,9.63
2025-03-06,22-28-50,239,100,9.63
2025-03-06,22-28-51,239,100,9.63
2025-03-06,22-28-52,248,99,9.63
2025-03-06,22-28-53,248,99,9.63
2025-03-06,22-28-54,243,99,9.63
2025-03-06,22-28-55,243,99,9.63
2025-03-06,22-28-56,240,100,9.63
2025-03-06,22-28-57,240,100,9.63
2025-03-06,22-28-58,241,100,9.63
2025-03-06,22-28-59,241,100,9.63
2025-03-06,22-29-00,242,100,9.63
2025-03-06,22-29-01,242,100,9.63
2025-03-06,22-29-02,243,99,9.63
2025-03-06,22-29-03,243,99,9.63
2025-03-06,22-29-04,242,100,9.63
2025-03-06,22-29-05,242,100,9.63
2025-03-06,22-29-06,243,99,9.63
2025-03-06,22-29-07,243,99,9.63
2025-03-06,22-29-08,243,99,9.69
2025-03-06,22-29-09,243,99,9.69
2025-03-06,22-29-10,244,99,9.63
2025-03-06,22-29-11,244,99,9.63
2025-03-06,22-29-12,241,100,9.63
2025-03-06,22-29-13,241,100,9.63
2025-03-06,22-29-14,245,99,9.63
2025-03-06,22-29-15,245,99,9.63
2025-03-06,22-29-16,238,100,9.63
2025-03-06,22-29-18,238,100,9.63
